,Acer,Phum,Meus,Seum,Meis,Psas,Teas,OL12,Tala,Bola,Hyum,Afia,Vaax,Neae,Rher,Spas,Paas
ETOH,-3.233937888738488,-3.233937888738488,-3.233937888738488,-3.233937888738488,-3.233937888738488,3.017861462705163,10.430004373293169,-3.233937888738488,-3.233937888738488,-3.233937888738488,23.011105665776842,-3.233937888738488,-3.233937888738488,-3.233937888738488,-3.233937888738488,-3.233937888738488,5.582221051825183
PROPIONATE,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,10.117616684086132,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,8.075552175635664,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538,-1.2128779239814538
PROPANE_1_2_DIOL,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,-0.5504687840556421,8.807500544890269,-0.5504687840556421,-0.5504687840556421
CPD_10353,-3.606446206389041,-3.606446206389041,-3.606446206389041,-3.606446206389041,23.98606986886283,-3.606446206389041,-3.606446206389041,-3.606446206389041,-3.606446206389041,-3.606446206389041,-3.606446206389041,-3.606446206389041,19.18790885319317,-3.606446206389041,-3.606446206389041,-3.606446206389041,7.31626816739065
BUTANEDIOL,-1.990463130961814,-1.990463130961814,25.61026403563959,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,4.246682928787624,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814,-1.990463130961814
BUTANOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACETONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORMATE,15.897581589308299,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,2.7680670131188165,-4.1954736285379965,21.356422852528198,-4.1954736285379965,-4.1954736285379965,-4.1954736285379965,14.519085716038639,-4.1954736285379965,-4.1954736285379965
CARBON_DIOXIDE,6.480423449748931,-3.1757755092873374,12.032950980078619,1.242045735800433,-14.156087924375873,-5.859318422464588,6.395256452628844,-2.4364473445755195,2.3155172500504957,-3.5782041321809714,-3.512748112584461,-4.237702626559399,6.964649431507079,-2.0812747354850334,5.65825291929906,-0.2593448373908682,-1.7921925742093894
ACET,18.564980320802224,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,9.839265866052003,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,-3.260757077344902,17.246352895974347,-3.260757077344902,-3.260757077344902
BUTYRIC_ACID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARBON_MONOXIDE,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,5.834327226730059,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745,-0.36464545167062745
PUTRESCINE,-2.864503181992964,-2.864503181992964,-2.864503181992964,-2.864503181992964,5.277664799935064,3.0046868734431236,-2.864503181992964,-2.864503181992964,-2.864503181992964,4.795897758831035,-2.864503181992964,5.868944270185246,4.433023767474419,-2.864503181992964,-2.864503181992964,8.129317532053733,-2.864503181992964
NITROGEN_MOLECULE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
